Point ID,Date,Time,Easting ,Northing,Elevation,Accuracy (?),Accuracy (?)
SP00256      ,26/10/2022,15:29:13,117387.723,560174.79000000004,-0.47999999999999998,0.01,0.01
SP00257      ,26/10/2022,15:29:14,117387.882,560173.24199999997,-0.48999999999999999,0.01,0.01
SP00258      ,26/10/2022,15:29:14,117388.162,560171.72499999998,-0.495,0.01,0.01
SP00259      ,26/10/2022,15:29:16,117388.432,560170.13300000003,-0.49199999999999999,0.01,0.01
SP00260      ,26/10/2022,15:29:17,117388.74000000001,560168.55000000005,-0.53000000000000003,0.01,0.01
SP00261      ,26/10/2022,15:29:18,117388.951,560166.86199999996,-0.51900000000000002,0.01,0.01
SP00262      ,26/10/2022,15:29:19,117389.106,560165.17799999996,-0.51100000000000001,0.01,0.01
SP00263      ,26/10/2022,15:29:20,117389.145,560163.59999999998,-0.53200000000000003,0.01,0.01
SP00264      ,26/10/2022,15:29:21,117389.2,560162.04200000002,-0.53300000000000003,0.01,0.01
SP00265      ,26/10/2022,15:29:22,117389.22,560160.42299999995,-0.52300000000000002,0.01,0.01
SP00266      ,26/10/2022,15:29:23,117389.243,560158.90000000002,-0.51200000000000001,0.01,0.01
SP00267      ,26/10/2022,15:29:24,117389.19,560157.40000000002,-0.54300000000000004,0.01,0.01
SP00268      ,26/10/2022,15:29:25,117389.084,560155.92099999997,-0.501,0.01,0.01
SP00269      ,26/10/2022,15:29:26,117389.07799999999,560154.41799999995,-0.48099999999999998,0.01,0.01
SP00270      ,26/10/2022,15:29:27,117388.951,560152.88600000006,-0.46100000000000002,0.01,0.01
SP00271      ,26/10/2022,15:29:28,117388.753,560151.299,-0.44,0.01,0.01
SP00272      ,26/10/2022,15:29:29,117388.45299999999,560149.69799999997,-0.42899999999999999,0.01,0.01
SP00273      ,26/10/2022,15:29:30,117388.132,560148.12800000003,-0.42699999999999999,0.01,0.01
SP00274      ,26/10/2022,15:29:30,117387.829,560146.60699999996,-0.40500000000000003,0.01,0.01
SP00275      ,26/10/2022,15:29:32,117387.54700000001,560145.06499999994,-0.41499999999999998,0.01,0.01
SP00276      ,26/10/2022,15:29:33,117387.224,560143.50300000003,-0.435,0.01,0.01
SP00277      ,26/10/2022,15:29:33,117386.93399999999,560141.86600000004,-0.32500000000000001,0.01,0.01
SP00278      ,26/10/2022,15:29:35,117386.679,560140.38399999996,-0.34300000000000003,0.01,0.01
SP00279      ,26/10/2022,15:29:36,117386.31299999999,560138.723,-0.26200000000000001,0.01,0.01
SP00280      ,26/10/2022,15:29:37,117386.173,560137.16899999999,-0.24199999999999999,0.01,0.01
SP00281      ,26/10/2022,15:29:38,117386.04300000001,560135.55200000003,-0.21199999999999999,0.01,0.01
SP00282      ,26/10/2022,15:29:39,117385.868,560134.03500000003,-0.14599999999999999,0.01,0.01
SP00283      ,26/10/2022,15:29:40,117385.819,560132.59299999999,-0.123,0.01,0.01
SP00284      ,26/10/2022,15:29:41,117385.769,560131.06799999997,-0.073999999999999996,0.01,0.01
SP00285      ,26/10/2022,15:29:42,117385.674,560129.50399999996,-0.019,0.01,0.01
SP00286      ,26/10/2022,15:29:43,117385.49400000001,560127.97400000005,0.016,0.01,0.01
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
